"","ID","Year_Birth","Education","Marital_Status","Income","Kidhome","Teenhome","Dt_Customer","Recency","NumDealsPurchases","NumWebPurchases","NumCatalogPurchases","NumStorePurchases","NumWebVisitsMonth","AcceptedCmp3","AcceptedCmp4","AcceptedCmp5","AcceptedCmp1","AcceptedCmp2","Response","Complain","Country","Income_fixed","Products","Amount"
"5032",7660,1973,"PhD","Alone",35860,1,1,2014-05-19,37,2,1,1,2,5,"1","0","0","0","0","1","0","CA",35860,"Fish",4
"5033",7660,1973,"PhD","Alone",35860,1,1,2014-05-19,37,2,1,1,2,5,"1","0","0","0","0","1","0","CA",35860,"Sweet",2
"5034",7660,1973,"PhD","Alone",35860,1,1,2014-05-19,37,2,1,1,2,5,"1","0","0","0","0","1","0","CA",35860,"Gold",20
"5035",2055,1973,"PhD","Divorced",35860,1,1,2014-05-19,37,2,1,1,2,5,"1","0","0","0","0","0","0","SP",35860,"Wines",15
"5036",2055,1973,"PhD","Divorced",35860,1,1,2014-05-19,37,2,1,1,2,5,"1","0","0","0","0","0","0","SP",35860,"Fruits",0
"5037",2055,1973,"PhD","Divorced",35860,1,1,2014-05-19,37,2,1,1,2,5,"1","0","0","0","0","0","0","SP",35860,"Meat",8
"5038",2055,1973,"PhD","Divorced",35860,1,1,2014-05-19,37,2,1,1,2,5,"1","0","0","0","0","0","0","SP",35860,"Fish",4
"5039",2055,1973,"PhD","Divorced",35860,1,1,2014-05-19,37,2,1,1,2,5,"1","0","0","0","0","0","0","SP",35860,"Sweet",2
"5040",2055,1973,"PhD","Divorced",35860,1,1,2014-05-19,37,2,1,1,2,5,"1","0","0","0","0","0","0","SP",35860,"Gold",20
"5041",5107,1973,"PhD","Divorced",35860,1,1,2014-05-19,37,2,1,1,2,5,"1","0","0","0","0","0","0","SP",35860,"Wines",15
"5042",5107,1973,"PhD","Divorced",35860,1,1,2014-05-19,37,2,1,1,2,5,"1","0","0","0","0","0","0","SP",35860,"Fruits",0
"5043",5107,1973,"PhD","Divorced",35860,1,1,2014-05-19,37,2,1,1,2,5,"1","0","0","0","0","0","0","SP",35860,"Meat",8
"5044",5107,1973,"PhD","Divorced",35860,1,1,2014-05-19,37,2,1,1,2,5,"1","0","0","0","0","0","0","SP",35860,"Fish",4
"5045",5107,1973,"PhD","Divorced",35860,1,1,2014-05-19,37,2,1,1,2,5,"1","0","0","0","0","0","0","SP",35860,"Sweet",2
"5046",5107,1973,"PhD","Divorced",35860,1,1,2014-05-19,37,2,1,1,2,5,"1","0","0","0","0","0","0","SP",35860,"Gold",20
"5047",1626,1973,"PhD","Divorced",35860,1,1,2014-05-19,37,2,1,1,2,5,"1","0","0","0","0","1","0","SA",35860,"Wines",15
"5048",1626,1973,"PhD","Divorced",35860,1,1,2014-05-19,37,2,1,1,2,5,"1","0","0","0","0","1","0","SA",35860,"Fruits",0
"5049",1626,1973,"PhD","Divorced",35860,1,1,2014-05-19,37,2,1,1,2,5,"1","0","0","0","0","1","0","SA",35860,"Meat",8
"5050",1626,1973,"PhD","Divorced",35860,1,1,2014-05-19,37,2,1,1,2,5,"1","0","0","0","0","1","0","SA",35860,"Fish",4
"5051",1626,1973,"PhD","Divorced",35860,1,1,2014-05-19,37,2,1,1,2,5,"1","0","0","0","0","1","0","SA",35860,"Sweet",2
"5052",1626,1973,"PhD","Divorced",35860,1,1,2014-05-19,37,2,1,1,2,5,"1","0","0","0","0","1","0","SA",35860,"Gold",20
"5053",6428,1950,"PhD","Widow",76842,0,0,2014-05-03,37,1,1,8,7,0,"0","0","0","0","0","0","0","SP",76842,"Wines",605
"5054",6428,1950,"PhD","Widow",76842,0,0,2014-05-03,37,1,1,8,7,0,"0","0","0","0","0","0","0","SP",76842,"Fruits",10
"5055",6428,1950,"PhD","Widow",76842,0,0,2014-05-03,37,1,1,8,7,0,"0","0","0","0","0","0","0","SP",76842,"Meat",345
"5056",6428,1950,"PhD","Widow",76842,0,0,2014-05-03,37,1,1,8,7,0,"0","0","0","0","0","0","0","SP",76842,"Fish",84
"5057",6428,1950,"PhD","Widow",76842,0,0,2014-05-03,37,1,1,8,7,0,"0","0","0","0","0","0","0","SP",76842,"Sweet",54
"5058",6428,1950,"PhD","Widow",76842,0,0,2014-05-03,37,1,1,8,7,0,"0","0","0","0","0","0","0","SP",76842,"Gold",32
"5059",9617,1951,"Graduation","Single",15033,0,0,2014-04-16,37,1,1,0,3,3,"0","0","0","0","0","0","0","SA",15033,"Wines",0
"5060",9617,1951,"Graduation","Single",15033,0,0,2014-04-16,37,1,1,0,3,3,"0","0","0","0","0","0","0","SA",15033,"Fruits",4
"5061",9617,1951,"Graduation","Single",15033,0,0,2014-04-16,37,1,1,0,3,3,"0","0","0","0","0","0","0","SA",15033,"Meat",5
"5062",9617,1951,"Graduation","Single",15033,0,0,2014-04-16,37,1,1,0,3,3,"0","0","0","0","0","0","0","SA",15033,"Fish",6
"5063",9617,1951,"Graduation","Single",15033,0,0,2014-04-16,37,1,1,0,3,3,"0","0","0","0","0","0","0","SA",15033,"Sweet",0
"5064",9617,1951,"Graduation","Single",15033,0,0,2014-04-16,37,1,1,0,3,3,"0","0","0","0","0","0","0","SA",15033,"Gold",4
"5065",4339,1970,"PhD","Married",67353,0,1,2013-12-31,37,5,5,6,12,2,"0","0","0","0","0","0","0","AUS",67353,"Wines",702
"5066",4339,1970,"PhD","Married",67353,0,1,2013-12-31,37,5,5,6,12,2,"0","0","0","0","0","0","0","AUS",67353,"Fruits",17
"5067",4339,1970,"PhD","Married",67353,0,1,2013-12-31,37,5,5,6,12,2,"0","0","0","0","0","0","0","AUS",67353,"Meat",151
"5068",4339,1970,"PhD","Married",67353,0,1,2013-12-31,37,5,5,6,12,2,"0","0","0","0","0","0","0","AUS",67353,"Fish",0
"5069",4339,1970,"PhD","Married",67353,0,1,2013-12-31,37,5,5,6,12,2,"0","0","0","0","0","0","0","AUS",67353,"Sweet",8
"5070",4339,1970,"PhD","Married",67353,0,1,2013-12-31,37,5,5,6,12,2,"0","0","0","0","0","0","0","AUS",67353,"Gold",35
"5071",7235,1975,"2n Cycle","Married",17003,1,0,2013-12-09,37,3,2,0,4,5,"0","0","0","0","0","0","0","GER",17003,"Wines",2
"5072",7235,1975,"2n Cycle","Married",17003,1,0,2013-12-09,37,3,2,0,4,5,"0","0","0","0","0","0","0","GER",17003,"Fruits",5
"5073",7235,1975,"2n Cycle","Married",17003,1,0,2013-12-09,37,3,2,0,4,5,"0","0","0","0","0","0","0","GER",17003,"Meat",12
"5074",7235,1975,"2n Cycle","Married",17003,1,0,2013-12-09,37,3,2,0,4,5,"0","0","0","0","0","0","0","GER",17003,"Fish",4
"5075",7235,1975,"2n Cycle","Married",17003,1,0,2013-12-09,37,3,2,0,4,5,"0","0","0","0","0","0","0","GER",17003,"Sweet",8
"5076",7235,1975,"2n Cycle","Married",17003,1,0,2013-12-09,37,3,2,0,4,5,"0","0","0","0","0","0","0","GER",17003,"Gold",7
"5077",8527,1965,"Master","Together",65735,1,1,2013-12-07,37,5,6,2,6,7,"0","0","0","0","0","0","0","SP",65735,"Wines",239
"5078",8527,1965,"Master","Together",65735,1,1,2013-12-07,37,5,6,2,6,7,"0","0","0","0","0","0","0","SP",65735,"Fruits",7
"5079",8527,1965,"Master","Together",65735,1,1,2013-12-07,37,5,6,2,6,7,"0","0","0","0","0","0","0","SP",65735,"Meat",119
"5080",8527,1965,"Master","Together",65735,1,1,2013-12-07,37,5,6,2,6,7,"0","0","0","0","0","0","0","SP",65735,"Fish",4
"5081",8527,1965,"Master","Together",65735,1,1,2013-12-07,37,5,6,2,6,7,"0","0","0","0","0","0","0","SP",65735,"Sweet",15
"5082",8527,1965,"Master","Together",65735,1,1,2013-12-07,37,5,6,2,6,7,"0","0","0","0","0","0","0","SP",65735,"Gold",11
"5083",1968,1971,"Graduation","Widow",45684,1,0,2013-12-02,37,1,1,0,2,7,"0","0","0","0","0","0","0","SA",45684,"Wines",5
"5084",1968,1971,"Graduation","Widow",45684,1,0,2013-12-02,37,1,1,0,2,7,"0","0","0","0","0","0","0","SA",45684,"Fruits",1
"5085",1968,1971,"Graduation","Widow",45684,1,0,2013-12-02,37,1,1,0,2,7,"0","0","0","0","0","0","0","SA",45684,"Meat",5
"5086",1968,1971,"Graduation","Widow",45684,1,0,2013-12-02,37,1,1,0,2,7,"0","0","0","0","0","0","0","SA",45684,"Fish",10
"5087",1968,1971,"Graduation","Widow",45684,1,0,2013-12-02,37,1,1,0,2,7,"0","0","0","0","0","0","0","SA",45684,"Sweet",0
"5088",1968,1971,"Graduation","Widow",45684,1,0,2013-12-02,37,1,1,0,2,7,"0","0","0","0","0","0","0","SA",45684,"Gold",7
"5089",9862,1969,"Graduation","Together",21918,1,0,2013-11-14,37,2,2,0,3,6,"0","0","0","0","0","0","0","CA",21918,"Wines",1
"5090",9862,1969,"Graduation","Together",21918,1,0,2013-11-14,37,2,2,0,3,6,"0","0","0","0","0","0","0","CA",21918,"Fruits",6
"5091",9862,1969,"Graduation","Together",21918,1,0,2013-11-14,37,2,2,0,3,6,"0","0","0","0","0","0","0","CA",21918,"Meat",7
"5092",9862,1969,"Graduation","Together",21918,1,0,2013-11-14,37,2,2,0,3,6,"0","0","0","0","0","0","0","CA",21918,"Fish",11
"5093",9862,1969,"Graduation","Together",21918,1,0,2013-11-14,37,2,2,0,3,6,"0","0","0","0","0","0","0","CA",21918,"Sweet",5
"5094",9862,1969,"Graduation","Together",21918,1,0,2013-11-14,37,2,2,0,3,6,"0","0","0","0","0","0","0","CA",21918,"Gold",3
"5095",11075,1978,"Graduation","Married",51267,1,1,2013-10-29,37,4,3,3,5,4,"0","0","0","0","0","0","0","CA",51267,"Wines",183
"5096",11075,1978,"Graduation","Married",51267,1,1,2013-10-29,37,4,3,3,5,4,"0","0","0","0","0","0","0","CA",51267,"Fruits",2
"5097",11075,1978,"Graduation","Married",51267,1,1,2013-10-29,37,4,3,3,5,4,"0","0","0","0","0","0","0","CA",51267,"Meat",64
"5098",11075,1978,"Graduation","Married",51267,1,1,2013-10-29,37,4,3,3,5,4,"0","0","0","0","0","0","0","CA",51267,"Fish",7
"5099",11075,1978,"Graduation","Married",51267,1,1,2013-10-29,37,4,3,3,5,4,"0","0","0","0","0","0","0","CA",51267,"Sweet",2
"5100",11075,1978,"Graduation","Married",51267,1,1,2013-10-29,37,4,3,3,5,4,"0","0","0","0","0","0","0","CA",51267,"Gold",12
"5101",6658,1972,"Graduation","Together",59868,0,1,2013-07-22,37,7,11,2,12,6,"0","0","0","0","0","0","0","SP",59868,"Wines",771
"5102",6658,1972,"Graduation","Together",59868,0,1,2013-07-22,37,7,11,2,12,6,"0","0","0","0","0","0","0","SP",59868,"Fruits",51
"5103",6658,1972,"Graduation","Together",59868,0,1,2013-07-22,37,7,11,2,12,6,"0","0","0","0","0","0","0","SP",59868,"Meat",154
"5104",6658,1972,"Graduation","Together",59868,0,1,2013-07-22,37,7,11,2,12,6,"0","0","0","0","0","0","0","SP",59868,"Fish",54
"5105",6658,1972,"Graduation","Together",59868,0,1,2013-07-22,37,7,11,2,12,6,"0","0","0","0","0","0","0","SP",59868,"Sweet",10
"5106",6658,1972,"Graduation","Together",59868,0,1,2013-07-22,37,7,11,2,12,6,"0","0","0","0","0","0","0","SP",59868,"Gold",154
"5107",4552,1991,"Graduation","Married",51373,0,0,2013-06-22,37,1,3,5,3,4,"0","0","0","0","0","0","0","SP",51373,"Wines",83
"5108",4552,1991,"Graduation","Married",51373,0,0,2013-06-22,37,1,3,5,3,4,"0","0","0","0","0","0","0","SP",51373,"Fruits",2
"5109",4552,1991,"Graduation","Married",51373,0,0,2013-06-22,37,1,3,5,3,4,"0","0","0","0","0","0","0","SP",51373,"Meat",101
"5110",4552,1991,"Graduation","Married",51373,0,0,2013-06-22,37,1,3,5,3,4,"0","0","0","0","0","0","0","SP",51373,"Fish",64
"5111",4552,1991,"Graduation","Married",51373,0,0,2013-06-22,37,1,3,5,3,4,"0","0","0","0","0","0","0","SP",51373,"Sweet",26
"5112",4552,1991,"Graduation","Married",51373,0,0,2013-06-22,37,1,3,5,3,4,"0","0","0","0","0","0","0","SP",51373,"Gold",117
"5113",10377,1958,"Master","Together",46692,0,1,2013-06-06,37,3,6,1,5,6,"0","0","0","0","0","0","0","SP",46692,"Wines",170
"5114",10377,1958,"Master","Together",46692,0,1,2013-06-06,37,3,6,1,5,6,"0","0","0","0","0","0","0","SP",46692,"Fruits",6
"5115",10377,1958,"Master","Together",46692,0,1,2013-06-06,37,3,6,1,5,6,"0","0","0","0","0","0","0","SP",46692,"Meat",97
"5116",10377,1958,"Master","Together",46692,0,1,2013-06-06,37,3,6,1,5,6,"0","0","0","0","0","0","0","SP",46692,"Fish",24
"5117",10377,1958,"Master","Together",46692,0,1,2013-06-06,37,3,6,1,5,6,"0","0","0","0","0","0","0","SP",46692,"Sweet",12
"5118",10377,1958,"Master","Together",46692,0,1,2013-06-06,37,3,6,1,5,6,"0","0","0","0","0","0","0","SP",46692,"Gold",88
"5119",5336,1971,"Master","Together",157733,1,0,2013-06-04,37,0,1,0,1,1,"0","0","0","0","0","0","0","SP",157733,"Wines",39
"5120",5336,1971,"Master","Together",157733,1,0,2013-06-04,37,0,1,0,1,1,"0","0","0","0","0","0","0","SP",157733,"Fruits",1
"5121",5336,1971,"Master","Together",157733,1,0,2013-06-04,37,0,1,0,1,1,"0","0","0","0","0","0","0","SP",157733,"Meat",9
"5122",5336,1971,"Master","Together",157733,1,0,2013-06-04,37,0,1,0,1,1,"0","0","0","0","0","0","0","SP",157733,"Fish",2
"5123",5336,1971,"Master","Together",157733,1,0,2013-06-04,37,0,1,0,1,1,"0","0","0","0","0","0","0","SP",157733,"Sweet",0
"5124",5336,1971,"Master","Together",157733,1,0,2013-06-04,37,0,1,0,1,1,"0","0","0","0","0","0","0","SP",157733,"Gold",8
"5125",10350,1950,"PhD","Married",54432,2,1,2013-05-09,37,1,1,0,3,4,"0","0","0","0","0","0","0","SP",54432,"Wines",33
"5126",10350,1950,"PhD","Married",54432,2,1,2013-05-09,37,1,1,0,3,4,"0","0","0","0","0","0","0","SP",54432,"Fruits",0
"5127",10350,1950,"PhD","Married",54432,2,1,2013-05-09,37,1,1,0,3,4,"0","0","0","0","0","0","0","SP",54432,"Meat",5
"5128",10350,1950,"PhD","Married",54432,2,1,2013-05-09,37,1,1,0,3,4,"0","0","0","0","0","0","0","SP",54432,"Fish",0
"5129",10350,1950,"PhD","Married",54432,2,1,2013-05-09,37,1,1,0,3,4,"0","0","0","0","0","0","0","SP",54432,"Sweet",0
"5130",10350,1950,"PhD","Married",54432,2,1,2013-05-09,37,1,1,0,3,4,"0","0","0","0","0","0","0","SP",54432,"Gold",0
"5131",11071,1984,"Graduation","Single",79607,0,0,2013-04-21,37,1,3,6,6,1,"0","0","0","0","0","1","0","CA",79607,"Wines",450
"5132",11071,1984,"Graduation","Single",79607,0,0,2013-04-21,37,1,3,6,6,1,"0","0","0","0","0","1","0","CA",79607,"Fruits",133
"5133",11071,1984,"Graduation","Single",79607,0,0,2013-04-21,37,1,3,6,6,1,"0","0","0","0","0","1","0","CA",79607,"Meat",951
"5134",11071,1984,"Graduation","Single",79607,0,0,2013-04-21,37,1,3,6,6,1,"0","0","0","0","0","1","0","CA",79607,"Fish",173
"5135",11071,1984,"Graduation","Single",79607,0,0,2013-04-21,37,1,3,6,6,1,"0","0","0","0","0","1","0","CA",79607,"Sweet",0
"5136",11071,1984,"Graduation","Single",79607,0,0,2013-04-21,37,1,3,6,6,1,"0","0","0","0","0","1","0","CA",79607,"Gold",216
"5137",11100,1972,"Graduation","Divorced",51813,1,1,2013-04-11,37,2,2,0,3,7,"0","0","0","0","0","0","0","CA",51813,"Wines",51
"5138",11100,1972,"Graduation","Divorced",51813,1,1,2013-04-11,37,2,2,0,3,7,"0","0","0","0","0","0","0","CA",51813,"Fruits",2
"5139",11100,1972,"Graduation","Divorced",51813,1,1,2013-04-11,37,2,2,0,3,7,"0","0","0","0","0","0","0","CA",51813,"Meat",7
"5140",11100,1972,"Graduation","Divorced",51813,1,1,2013-04-11,37,2,2,0,3,7,"0","0","0","0","0","0","0","CA",51813,"Fish",0
"5141",11100,1972,"Graduation","Divorced",51813,1,1,2013-04-11,37,2,2,0,3,7,"0","0","0","0","0","0","0","CA",51813,"Sweet",1
"5142",11100,1972,"Graduation","Divorced",51813,1,1,2013-04-11,37,2,2,0,3,7,"0","0","0","0","0","0","0","CA",51813,"Gold",2
"5143",6516,1989,"Basic","Married",17487,1,0,2013-03-18,37,1,1,0,2,7,"0","0","0","0","0","0","0","AUS",17487,"Wines",0
"5144",6516,1989,"Basic","Married",17487,1,0,2013-03-18,37,1,1,0,2,7,"0","0","0","0","0","0","0","AUS",17487,"Fruits",0
"5145",6516,1989,"Basic","Married",17487,1,0,2013-03-18,37,1,1,0,2,7,"0","0","0","0","0","0","0","AUS",17487,"Meat",1
"5146",6516,1989,"Basic","Married",17487,1,0,2013-03-18,37,1,1,0,2,7,"0","0","0","0","0","0","0","AUS",17487,"Fish",7
"5147",6516,1989,"Basic","Married",17487,1,0,2013-03-18,37,1,1,0,2,7,"0","0","0","0","0","0","0","AUS",17487,"Sweet",4
"5148",6516,1989,"Basic","Married",17487,1,0,2013-03-18,37,1,1,0,2,7,"0","0","0","0","0","0","0","AUS",17487,"Gold",6
"5149",1734,1968,"PhD","Together",40706,2,1,2013-01-17,37,4,3,0,4,7,"0","0","0","0","0","0","0","SA",40706,"Wines",59
"5150",1734,1968,"PhD","Together",40706,2,1,2013-01-17,37,4,3,0,4,7,"0","0","0","0","0","0","0","SA",40706,"Fruits",0
"5151",1734,1968,"PhD","Together",40706,2,1,2013-01-17,37,4,3,0,4,7,"0","0","0","0","0","0","0","SA",40706,"Meat",11
"5152",1734,1968,"PhD","Together",40706,2,1,2013-01-17,37,4,3,0,4,7,"0","0","0","0","0","0","0","SA",40706,"Fish",4
"5153",1734,1968,"PhD","Together",40706,2,1,2013-01-17,37,4,3,0,4,7,"0","0","0","0","0","0","0","SA",40706,"Sweet",2
"5154",1734,1968,"PhD","Together",40706,2,1,2013-01-17,37,4,3,0,4,7,"0","0","0","0","0","0","0","SA",40706,"Gold",5
"5155",2131,1959,"PhD","Divorced",62859,0,1,2012-12-30,37,4,9,4,6,6,"0","0","0","0","0","0","0","SP",62859,"Wines",1063
"5156",2131,1959,"PhD","Divorced",62859,0,1,2012-12-30,37,4,9,4,6,6,"0","0","0","0","0","0","0","SP",62859,"Fruits",89
"5157",2131,1959,"PhD","Divorced",62859,0,1,2012-12-30,37,4,9,4,6,6,"0","0","0","0","0","0","0","SP",62859,"Meat",102
"5158",2131,1959,"PhD","Divorced",62859,0,1,2012-12-30,37,4,9,4,6,6,"0","0","0","0","0","0","0","SP",62859,"Fish",16
"5159",2131,1959,"PhD","Divorced",62859,0,1,2012-12-30,37,4,9,4,6,6,"0","0","0","0","0","0","0","SP",62859,"Sweet",12
"5160",2131,1959,"PhD","Divorced",62859,0,1,2012-12-30,37,4,9,4,6,6,"0","0","0","0","0","0","0","SP",62859,"Gold",25
"5161",6439,1958,"Graduation","Married",61074,0,1,2012-08-17,37,7,11,5,8,7,"0","0","0","0","0","0","0","SA",61074,"Wines",789
"5162",6439,1958,"Graduation","Married",61074,0,1,2012-08-17,37,7,11,5,8,7,"0","0","0","0","0","0","0","SA",61074,"Fruits",0
"5163",6439,1958,"Graduation","Married",61074,0,1,2012-08-17,37,7,11,5,8,7,"0","0","0","0","0","0","0","SA",61074,"Meat",133
"5164",6439,1958,"Graduation","Married",61074,0,1,2012-08-17,37,7,11,5,8,7,"0","0","0","0","0","0","0","SA",61074,"Fish",0
"5165",6439,1958,"Graduation","Married",61074,0,1,2012-08-17,37,7,11,5,8,7,"0","0","0","0","0","0","0","SA",61074,"Sweet",28
"5166",6439,1958,"Graduation","Married",61074,0,1,2012-08-17,37,7,11,5,8,7,"0","0","0","0","0","0","0","SA",61074,"Gold",152
"5167",10591,1969,"Graduation","Widow",43638,0,1,2012-08-06,37,2,4,1,4,7,"0","0","0","0","0","0","0","SP",43638,"Wines",63
"5168",10591,1969,"Graduation","Widow",43638,0,1,2012-08-06,37,2,4,1,4,7,"0","0","0","0","0","0","0","SP",43638,"Fruits",10
"5169",10591,1969,"Graduation","Widow",43638,0,1,2012-08-06,37,2,4,1,4,7,"0","0","0","0","0","0","0","SP",43638,"Meat",83
"5170",10591,1969,"Graduation","Widow",43638,0,1,2012-08-06,37,2,4,1,4,7,"0","0","0","0","0","0","0","SP",43638,"Fish",7
"5171",10591,1969,"Graduation","Widow",43638,0,1,2012-08-06,37,2,4,1,4,7,"0","0","0","0","0","0","0","SP",43638,"Sweet",19
"5172",10591,1969,"Graduation","Widow",43638,0,1,2012-08-06,37,2,4,1,4,7,"0","0","0","0","0","0","0","SP",43638,"Gold",19
"5173",9797,1956,"Graduation","Married",58116,0,1,2014-04-13,38,2,3,3,8,2,"0","0","0","0","0","0","0","SP",58116,"Wines",228
"5174",9797,1956,"Graduation","Married",58116,0,1,2014-04-13,38,2,3,3,8,2,"0","0","0","0","0","0","0","SP",58116,"Fruits",19
"5175",9797,1956,"Graduation","Married",58116,0,1,2014-04-13,38,2,3,3,8,2,"0","0","0","0","0","0","0","SP",58116,"Meat",130
"5176",9797,1956,"Graduation","Married",58116,0,1,2014-04-13,38,2,3,3,8,2,"0","0","0","0","0","0","0","SP",58116,"Fish",4
"5177",9797,1956,"Graduation","Married",58116,0,1,2014-04-13,38,2,3,3,8,2,"0","0","0","0","0","0","0","SP",58116,"Sweet",11
"5178",9797,1956,"Graduation","Married",58116,0,1,2014-04-13,38,2,3,3,8,2,"0","0","0","0","0","0","0","SP",58116,"Gold",51
"5179",9336,1969,"PhD","Widow",62187,0,1,2014-03-22,38,3,6,2,10,4,"0","0","0","0","0","0","0","SP",62187,"Wines",512
"5180",9336,1969,"PhD","Widow",62187,0,1,2014-03-22,38,3,6,2,10,4,"0","0","0","0","0","0","0","SP",62187,"Fruits",0
"5181",9336,1969,"PhD","Widow",62187,0,1,2014-03-22,38,3,6,2,10,4,"0","0","0","0","0","0","0","SP",62187,"Meat",83
"5182",9336,1969,"PhD","Widow",62187,0,1,2014-03-22,38,3,6,2,10,4,"0","0","0","0","0","0","0","SP",62187,"Fish",0
"5183",9336,1969,"PhD","Widow",62187,0,1,2014-03-22,38,3,6,2,10,4,"0","0","0","0","0","0","0","SP",62187,"Sweet",0
"5184",9336,1969,"PhD","Widow",62187,0,1,2014-03-22,38,3,6,2,10,4,"0","0","0","0","0","0","0","SP",62187,"Gold",41
"5185",2174,1954,"Graduation","Single",46344,1,1,2014-03-08,38,2,1,1,2,5,"0","0","0","0","0","0","0","US",46344,"Wines",11
"5186",2174,1954,"Graduation","Single",46344,1,1,2014-03-08,38,2,1,1,2,5,"0","0","0","0","0","0","0","US",46344,"Fruits",1
"5187",2174,1954,"Graduation","Single",46344,1,1,2014-03-08,38,2,1,1,2,5,"0","0","0","0","0","0","0","US",46344,"Meat",6
"5188",2174,1954,"Graduation","Single",46344,1,1,2014-03-08,38,2,1,1,2,5,"0","0","0","0","0","0","0","US",46344,"Fish",2
"5189",2174,1954,"Graduation","Single",46344,1,1,2014-03-08,38,2,1,1,2,5,"0","0","0","0","0","0","0","US",46344,"Sweet",1
"5190",2174,1954,"Graduation","Single",46344,1,1,2014-03-08,38,2,1,1,2,5,"0","0","0","0","0","0","0","US",46344,"Gold",6
"5191",3197,1980,"Graduation","Married",77353,0,1,2013-12-16,38,2,6,4,8,4,"0","0","0","0","0","0","0","SP",77353,"Wines",275
"5192",3197,1980,"Graduation","Married",77353,0,1,2013-12-16,38,2,6,4,8,4,"0","0","0","0","0","0","0","SP",77353,"Fruits",59
"5193",3197,1980,"Graduation","Married",77353,0,1,2013-12-16,38,2,6,4,8,4,"0","0","0","0","0","0","0","SP",77353,"Meat",107
"5194",3197,1980,"Graduation","Married",77353,0,1,2013-12-16,38,2,6,4,8,4,"0","0","0","0","0","0","0","SP",77353,"Fish",69
"5195",3197,1980,"Graduation","Married",77353,0,1,2013-12-16,38,2,6,4,8,4,"0","0","0","0","0","0","0","SP",77353,"Sweet",101
"5196",3197,1980,"Graduation","Married",77353,0,1,2013-12-16,38,2,6,4,8,4,"0","0","0","0","0","0","0","SP",77353,"Gold",59
"5197",9185,1966,"PhD","Single",69759,0,0,2013-10-28,38,3,4,6,5,3,"0","0","0","0","0","1","0","SP",69759,"Wines",452
"5198",9185,1966,"PhD","Single",69759,0,0,2013-10-28,38,3,4,6,5,3,"0","0","0","0","0","1","0","SP",69759,"Fruits",20
"5199",9185,1966,"PhD","Single",69759,0,0,2013-10-28,38,3,4,6,5,3,"0","0","0","0","0","1","0","SP",69759,"Meat",514
"5200",9185,1966,"PhD","Single",69759,0,0,2013-10-28,38,3,4,6,5,3,"0","0","0","0","0","1","0","SP",69759,"Fish",13
"5201",9185,1966,"PhD","Single",69759,0,0,2013-10-28,38,3,4,6,5,3,"0","0","0","0","0","1","0","SP",69759,"Sweet",30
"5202",9185,1966,"PhD","Single",69759,0,0,2013-10-28,38,3,4,6,5,3,"0","0","0","0","0","1","0","SP",69759,"Gold",0
"5203",905,1986,"Graduation","Divorced",21846,1,0,2013-10-22,38,4,4,0,3,8,"0","0","0","0","0","0","0","SA",21846,"Wines",7
"5204",905,1986,"Graduation","Divorced",21846,1,0,2013-10-22,38,4,4,0,3,8,"0","0","0","0","0","0","0","SA",21846,"Fruits",17
"5205",905,1986,"Graduation","Divorced",21846,1,0,2013-10-22,38,4,4,0,3,8,"0","0","0","0","0","0","0","SA",21846,"Meat",18
"5206",905,1986,"Graduation","Divorced",21846,1,0,2013-10-22,38,4,4,0,3,8,"0","0","0","0","0","0","0","SA",21846,"Fish",6
"5207",905,1986,"Graduation","Divorced",21846,1,0,2013-10-22,38,4,4,0,3,8,"0","0","0","0","0","0","0","SA",21846,"Sweet",10
"5208",905,1986,"Graduation","Divorced",21846,1,0,2013-10-22,38,4,4,0,3,8,"0","0","0","0","0","0","0","SA",21846,"Gold",26
"5209",10858,1975,"Graduation","Together",76532,1,1,2013-09-09,38,4,9,5,7,5,"0","0","0","0","0","0","0","SP",76532,"Wines",355
"5210",10858,1975,"Graduation","Together",76532,1,1,2013-09-09,38,4,9,5,7,5,"0","0","0","0","0","0","0","SP",76532,"Fruits",30
"5211",10858,1975,"Graduation","Together",76532,1,1,2013-09-09,38,4,9,5,7,5,"0","0","0","0","0","0","0","SP",76532,"Meat",177
"5212",10858,1975,"Graduation","Together",76532,1,1,2013-09-09,38,4,9,5,7,5,"0","0","0","0","0","0","0","SP",76532,"Fish",90
"5213",10858,1975,"Graduation","Together",76532,1,1,2013-09-09,38,4,9,5,7,5,"0","0","0","0","0","0","0","SP",76532,"Sweet",138
"5214",10858,1975,"Graduation","Together",76532,1,1,2013-09-09,38,4,9,5,7,5,"0","0","0","0","0","0","0","SP",76532,"Gold",30
"5215",8925,1965,"Master","Married",70053,0,1,2013-07-03,38,3,8,5,10,5,"0","0","0","0","0","0","0","SP",70053,"Wines",512
"5216",8925,1965,"Master","Married",70053,0,1,2013-07-03,38,3,8,5,10,5,"0","0","0","0","0","0","0","SP",70053,"Fruits",53
"5217",8925,1965,"Master","Married",70053,0,1,2013-07-03,38,3,8,5,10,5,"0","0","0","0","0","0","0","SP",70053,"Meat",98
"5218",8925,1965,"Master","Married",70053,0,1,2013-07-03,38,3,8,5,10,5,"0","0","0","0","0","0","0","SP",70053,"Fish",81
"5219",8925,1965,"Master","Married",70053,0,1,2013-07-03,38,3,8,5,10,5,"0","0","0","0","0","0","0","SP",70053,"Sweet",179
